退職,年齢,出張頻度,通勤距離,最終学歴,社員番号,職場環境の満足度,労働意欲,査定ランク,仕事への満足度,月給(ドル),転職回数,昇給率,能力評価,人間関係の満足度,ストックオプション,社会人歴,昨年の研修時間,ワークライフバランス,在職年数,現在の役職年数,昇進からの経過年数,現在の上司になってからの年数,残業_有,性別_男性,配偶者_離婚,配偶者_結婚,配偶者_独身,部署_人事,部署_研究開発,部署_営業,専攻_経営,専攻_科学,専攻_医学,専攻_工学,専攻_人事,専攻_その他,役職_経営層,役職_管理職,役職_主任,役職_一般
No,39,0,9,3,1132,3,3,2,2,6782,9,15,3,3,0,9,2,2,5,4,0,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,36,0,18,4,1133,1,3,2,4,7779,2,20,4,1,0,18,0,3,11,9,0,9,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,31,2,20,3,1135,3,4,1,4,2791,0,12,3,1,1,3,4,3,2,2,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
No,28,1,2,1,1136,1,2,1,2,3201,0,17,3,1,0,6,2,1,5,3,0,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,35,2,11,2,1137,4,3,2,4,4968,1,11,3,4,1,5,3,3,5,2,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,49,1,8,4,1138,4,2,4,2,13120,6,17,3,2,1,22,3,3,9,8,2,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
No,34,2,2,2,1140,4,3,2,3,4033,2,11,3,4,0,5,3,2,3,2,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,29,2,10,3,1143,4,3,1,2,3291,0,14,3,4,2,8,2,2,7,5,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,42,1,29,3,1148,2,1,2,4,4272,4,19,3,1,0,16,3,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,29,1,8,1,1150,2,2,2,4,5056,1,15,3,3,1,10,2,2,10,7,1,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,38,1,1,3,1152,3,4,1,3,2844,1,13,3,4,1,7,2,4,7,6,5,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
No,28,2,6,3,1154,3,2,1,3,2703,1,14,3,4,1,3,2,3,3,1,0,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,18,0,8,1,1156,3,3,1,3,1904,1,12,3,4,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,33,1,9,4,1157,1,3,2,1,8224,0,17,3,1,0,6,3,3,5,2,0,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,41,1,12,4,1158,2,3,1,4,4766,3,11,3,1,1,6,4,3,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,31,2,15,3,1160,3,3,1,3,2610,1,12,3,3,1,2,5,2,2,2,2,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,37,1,25,2,1161,3,2,2,4,5731,7,13,3,3,2,9,2,3,6,2,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,27,1,6,3,1162,4,2,1,3,2539,1,13,3,3,1,4,0,3,4,2,2,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,34,1,9,1,1163,2,3,2,3,5714,1,20,4,1,0,6,3,2,6,5,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,35,1,8,4,1164,3,3,1,3,4323,1,17,3,2,0,6,2,1,5,4,1,4,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
Yes,29,1,23,1,1165,4,2,3,1,7336,1,13,3,1,1,11,3,1,11,8,3,10,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,40,2,9,4,1166,2,3,3,3,13499,9,17,3,3,0,20,3,2,18,7,2,13,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
Yes,42,2,12,3,1167,3,3,4,1,13758,0,12,3,2,0,22,2,2,21,9,13,14,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,42,1,4,4,1171,2,3,2,1,5155,7,13,3,4,0,9,3,4,6,4,1,5,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,35,1,1,4,1172,4,2,1,3,2258,6,12,3,2,1,10,2,3,8,0,1,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,24,1,24,3,1173,4,3,1,2,3597,8,22,4,4,0,6,2,3,4,3,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,28,1,12,1,1175,3,3,1,4,2515,1,11,3,4,0,1,4,2,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,26,1,3,4,1177,1,4,1,4,4420,1,22,4,2,1,8,2,3,8,7,0,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,30,1,10,3,1179,3,2,2,3,6578,1,18,3,1,1,10,3,3,10,3,1,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,40,2,26,2,1180,3,2,2,4,4422,3,13,3,4,1,16,3,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,35,1,2,3,1182,3,2,3,2,10274,2,18,3,2,1,15,2,4,7,7,6,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,34,2,1,3,1184,4,2,2,1,5343,0,20,4,3,0,14,3,3,13,9,4,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
No,35,2,4,4,1185,4,2,1,4,2376,1,13,3,2,1,2,2,4,2,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Yes,43,1,9,3,1188,1,1,2,3,5346,8,13,3,2,0,7,2,2,4,3,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,32,0,2,1,1190,3,3,1,1,2827,1,12,3,3,3,1,3,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
No,56,1,4,4,1191,4,3,5,1,19943,4,13,3,4,1,28,2,3,5,2,4,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
No,29,1,6,1,1192,2,3,1,4,3131,1,13,3,1,1,10,5,3,10,8,0,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,19,1,9,2,1193,3,3,1,1,2552,1,25,4,3,0,1,4,3,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,45,1,7,3,1195,1,3,1,3,4477,4,19,3,3,1,7,2,2,3,2,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,37,1,1,3,1196,4,2,2,4,6474,1,13,3,2,1,14,2,2,14,8,3,11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,20,1,3,3,1198,1,2,1,3,3033,1,12,3,1,0,2,2,2,2,2,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,44,1,10,4,1200,3,3,1,3,2936,1,11,3,3,0,6,4,3,6,4,0,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,53,1,7,2,1201,4,3,5,3,18606,3,18,3,2,1,26,6,3,7,7,4,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
No,29,1,15,1,1202,2,1,1,4,2168,0,18,3,1,1,6,2,2,5,4,1,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,22,2,3,4,1203,3,2,1,4,2853,0,11,3,2,1,1,5,3,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,46,1,2,3,1204,3,3,4,1,17048,8,23,4,1,0,28,2,3,26,15,15,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
No,44,0,17,3,1206,4,1,1,3,2290,2,13,3,4,0,6,3,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,33,1,2,3,1207,2,3,1,3,3600,1,13,3,4,1,5,2,3,5,4,1,4,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Yes,41,0,5,2,1210,1,2,1,1,2107,6,17,3,1,1,5,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,30,1,29,4,1211,3,3,2,1,4115,8,19,3,3,3,8,3,3,4,3,0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,40,2,2,4,1212,2,3,2,2,4327,5,12,3,4,3,5,2,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,50,2,2,3,1215,4,3,4,1,17856,2,22,4,3,1,32,3,3,2,2,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
No,28,1,19,4,1216,4,2,1,1,3196,1,12,3,3,3,6,2,3,6,5,3,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,46,1,15,2,1217,4,3,5,2,19081,5,11,3,1,1,25,2,3,4,2,0,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,35,1,17,4,1218,3,3,2,1,8966,3,15,3,4,3,15,2,3,7,7,1,7,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,24,1,17,2,1219,4,3,1,2,2210,1,13,3,1,1,1,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,33,2,25,3,1220,2,3,2,3,4539,1,12,3,1,1,10,3,2,10,7,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,36,1,6,4,1221,3,1,1,3,2741,1,14,3,3,1,7,4,3,7,7,1,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,30,1,7,4,1224,3,3,2,3,3491,1,13,3,1,3,10,4,2,10,7,8,9,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,44,1,29,4,1225,4,3,2,4,4541,1,25,4,2,0,20,3,3,20,11,13,17,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
No,20,1,21,3,1226,3,4,1,4,2678,1,17,3,4,0,2,2,3,2,1,2,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
No,46,1,2,4,1228,4,3,2,4,7379,2,11,3,3,1,12,3,2,6,3,1,4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
No,42,0,2,5,1231,4,4,2,1,6272,7,16,3,1,1,10,3,4,4,3,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
No,60,1,7,4,1233,2,4,2,4,5220,0,18,3,2,1,12,3,3,11,7,1,9,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,32,2,13,3,1234,3,2,1,2,2743,1,20,4,3,1,2,2,3,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,32,2,2,2,1235,4,3,2,3,4998,4,14,3,4,0,10,2,3,8,7,0,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,36,1,1,3,1237,3,1,3,1,10252,2,21,4,3,1,17,2,3,7,7,7,7,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
No,33,1,9,3,1238,1,3,1,4,2781,0,13,3,2,1,15,5,3,14,10,4,10,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,40,1,10,3,1239,2,2,2,2,6852,7,12,3,2,1,7,2,4,5,1,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
No,25,1,10,4,1240,3,3,2,4,4950,0,14,3,2,0,5,4,3,4,3,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,30,1,1,3,1241,4,3,1,2,3579,0,21,4,1,1,12,2,3,11,9,5,7,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,42,2,26,5,1242,1,3,3,1,13191,3,17,3,3,0,20,6,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,35,0,8,2,1243,3,2,3,4,10377,4,11,3,2,1,16,6,2,13,2,4,12,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,27,1,14,3,1244,1,3,1,1,2235,1,14,3,4,2,9,3,2,9,7,6,8,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,54,2,1,4,1245,4,3,3,3,10502,7,17,3,1,1,33,2,1,5,4,1,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,44,1,2,1,1246,1,4,1,4,2011,1,13,3,4,1,10,5,3,10,5,7,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,19,0,10,3,1248,1,2,1,2,1859,1,25,4,2,0,1,2,4,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,29,1,1,3,1249,1,3,1,4,3760,1,15,3,1,3,3,5,3,3,2,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,54,1,3,3,1250,4,3,4,4,17779,3,14,3,1,0,36,2,3,10,9,0,9,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,31,1,11,2,1251,3,3,2,1,6833,1,12,3,4,0,6,2,2,6,5,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,31,1,24,3,1252,3,2,2,1,6812,1,19,3,2,0,10,2,3,10,9,1,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
No,59,1,3,3,1254,3,2,2,4,5171,5,17,3,4,0,13,2,3,6,1,0,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,43,1,3,3,1255,3,1,5,4,19740,3,14,3,2,1,25,2,3,8,7,0,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,49,1,4,2,1256,1,2,5,3,18711,2,13,3,3,1,23,2,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
No,36,2,3,3,1257,3,3,1,2,3692,1,12,3,3,0,12,2,2,11,10,0,7,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,48,1,2,2,1258,4,4,1,2,2559,5,11,3,3,0,7,4,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,27,1,4,2,1259,1,3,1,3,2517,1,11,3,2,3,5,2,3,5,3,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,29,1,7,3,1260,3,3,2,4,6623,1,11,3,2,2,6,2,3,6,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,48,1,1,3,1263,4,2,5,4,18265,6,12,3,3,0,25,3,4,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,29,1,1,3,1264,4,2,4,4,16124,3,14,3,2,2,9,2,2,7,7,1,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,34,1,20,3,1265,3,4,1,3,2585,0,17,3,4,0,2,5,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,44,1,5,3,1267,2,3,5,2,18213,7,11,3,3,1,26,5,3,22,9,3,10,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
No,33,1,10,5,1268,4,4,3,3,8380,0,14,3,4,2,10,3,3,9,8,0,8,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,19,1,25,3,1269,2,4,1,4,2994,1,12,3,4,0,1,2,3,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,23,1,1,2,1270,4,3,1,3,1223,1,22,4,4,1,1,2,3,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,25,2,24,1,1273,3,1,1,4,1118,1,14,3,4,0,1,4,3,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
No,26,1,4,2,1275,3,3,1,4,2875,1,20,4,2,0,8,2,2,8,5,2,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,45,1,2,3,1277,1,1,5,2,18824,2,16,3,1,0,26,2,3,24,10,1,11,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
No,55,0,8,1,1278,4,2,4,2,13577,1,15,3,4,1,34,3,3,33,9,15,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Yes,21,2,10,2,1279,1,2,1,3,2625,1,20,4,3,0,2,2,1,2,2,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,46,1,4,2,1280,4,2,5,2,18789,2,14,3,3,1,26,2,3,11,4,0,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
No,34,1,2,3,1281,3,3,2,1,4538,0,12,3,4,0,4,3,3,3,2,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,51,2,9,3,1282,4,3,5,2,19847,4,24,4,1,1,31,5,2,29,10,11,10,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
No,59,1,18,4,1283,4,3,3,4,10512,6,12,3,4,0,25,6,2,9,7,5,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,34,2,19,3,1285,3,3,2,2,4444,4,13,3,3,2,15,2,4,11,8,5,10,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,28,2,1,4,1286,4,3,1,3,2154,0,11,3,3,0,5,2,2,4,2,0,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,44,1,4,2,1288,3,4,5,1,19190,1,14,3,4,2,26,4,2,25,9,14,13,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
No,34,2,11,3,1289,3,2,2,2,4490,4,11,3,4,2,14,5,4,10,9,1,8,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
No,35,1,6,1,1291,3,3,1,3,3506,0,14,3,4,0,4,3,3,3,2,2,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,42,1,7,4,1292,2,4,2,2,2372,6,16,3,4,0,18,2,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,43,1,4,4,1293,4,2,3,4,10231,3,14,3,4,0,23,3,4,21,7,15,17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,36,1,2,4,1294,3,3,2,2,5410,9,11,3,4,0,18,2,3,16,14,5,12,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
Yes,44,1,15,3,1295,1,3,3,4,7978,1,11,3,4,1,10,2,3,10,7,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,28,2,2,3,1296,4,2,1,4,3867,1,12,3,2,1,2,2,3,2,2,2,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,51,2,6,2,1297,2,2,1,3,2838,0,14,3,2,0,8,6,2,7,0,7,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,30,0,9,2,1298,3,3,2,3,4695,7,18,3,3,0,10,3,3,8,4,1,7,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
Yes,29,1,7,3,1299,2,3,1,3,3339,3,13,3,1,2,10,2,3,7,7,7,7,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,28,1,1,3,1301,4,3,1,1,2080,2,11,3,2,0,5,2,2,3,2,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,25,1,1,3,1303,4,3,1,2,2096,1,18,3,4,0,2,3,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,32,1,8,3,1304,3,4,2,4,6209,1,15,3,3,2,10,4,4,10,7,0,8,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,45,2,25,3,1306,2,3,5,2,18061,3,22,4,3,0,22,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
No,39,1,13,4,1307,3,2,4,2,17123,6,13,3,4,2,21,4,3,19,9,15,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
No,58,1,23,4,1308,1,3,1,3,2372,1,12,3,4,2,2,3,3,2,2,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,32,1,7,2,1309,4,3,2,3,4883,1,18,3,1,1,10,3,3,10,4,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,39,1,23,3,1310,3,3,1,1,3904,0,13,3,1,0,6,2,3,5,2,0,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,30,1,6,3,1311,1,2,2,4,4627,0,12,3,1,1,10,6,3,9,2,6,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,36,1,10,4,1312,4,3,3,3,7094,3,12,3,1,0,10,0,3,7,7,1,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
No,46,1,1,2,1314,4,3,1,1,3423,6,12,3,3,0,10,3,4,7,6,5,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
No,28,0,1,3,1315,3,1,2,4,6674,0,11,3,1,3,10,6,3,9,8,7,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,50,1,28,3,1317,4,3,4,1,16880,4,11,3,2,0,25,2,3,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Yes,40,1,25,4,1318,4,2,3,2,9094,2,12,3,3,0,9,2,3,5,4,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
Yes,52,1,5,3,1319,2,3,3,2,8446,9,19,3,3,0,10,2,2,8,7,7,7,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,30,1,17,4,1321,2,3,3,1,11916,1,23,4,4,2,9,2,3,9,1,0,8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
No,39,1,18,2,1322,1,3,2,3,4534,0,11,3,1,0,9,6,3,8,7,1,7,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,31,0,2,4,1324,4,3,3,3,9852,1,19,3,1,1,10,5,2,10,8,9,6,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,41,0,10,2,1329,3,1,2,2,6151,1,13,3,1,0,19,4,3,19,2,11,9,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
Yes,31,2,1,3,1331,4,3,1,2,2302,1,11,3,1,0,3,2,4,3,2,2,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
Yes,44,1,3,3,1333,1,3,1,1,2362,4,12,3,3,0,10,4,4,3,2,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,42,0,2,1,1334,3,3,4,3,17861,0,13,3,4,0,21,3,2,20,8,2,10,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
No,55,1,2,2,1336,4,1,5,3,19187,4,14,3,4,1,23,5,3,19,9,9,11,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
No,56,1,8,4,1338,4,3,5,2,19717,6,14,3,1,0,36,4,3,7,3,7,7,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
No,40,0,16,2,1340,3,3,1,3,3544,9,16,3,2,1,6,0,3,4,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,34,1,9,3,1344,4,3,3,4,8500,0,11,3,4,1,10,0,2,9,7,1,6,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,40,1,2,3,1346,3,3,2,4,4661,1,13,3,3,0,9,4,3,9,8,8,8,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,41,2,1,3,1349,3,3,2,1,4103,0,17,3,4,1,10,2,3,9,3,1,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,35,2,4,4,1350,3,3,2,3,4249,1,11,3,2,0,9,3,3,9,6,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,51,1,5,3,1352,3,3,4,2,14026,1,11,3,2,1,33,2,3,33,9,0,10,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
No,38,1,2,2,1355,2,3,2,1,6893,3,15,3,4,1,11,3,3,7,7,1,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,34,1,15,2,1356,3,3,2,1,6125,1,12,3,4,0,10,6,4,10,8,9,6,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
No,25,1,19,1,1358,4,3,1,4,3669,3,11,3,3,3,7,6,2,3,2,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,58,1,7,4,1360,3,2,3,1,10008,7,14,3,4,0,31,0,2,10,9,5,9,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,40,1,1,4,1361,2,3,1,2,2387,3,22,4,3,1,7,3,3,4,2,0,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,36,2,7,3,1362,1,4,2,1,4639,2,16,3,4,1,17,2,2,15,7,6,13,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,48,1,4,3,1363,4,3,3,4,7898,1,11,3,3,0,11,2,3,10,9,0,8,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,27,1,11,3,1364,3,4,1,4,2534,8,14,3,2,1,5,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
No,51,1,11,2,1367,4,2,4,2,13142,3,16,3,2,0,29,1,2,5,2,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
No,18,0,1,3,1368,4,3,1,4,1611,1,15,3,3,0,0,5,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,35,1,1,3,1369,4,2,2,4,5363,0,12,3,2,1,10,0,3,9,7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,27,2,2,1,1371,4,1,2,4,5071,3,20,4,2,0,8,3,3,6,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,55,1,13,4,1372,1,4,4,3,13695,6,17,3,3,0,24,2,2,19,7,3,8,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,56,1,23,3,1373,4,3,4,2,13402,4,12,3,1,1,33,0,3,19,16,15,9,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,34,0,26,1,1374,1,2,1,3,2029,1,20,4,3,3,5,2,3,5,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
